Year;Segment;Average width;Sinuosity;Wavelength;Semimeander length;LevelOfImpact;Zone;Period
2004;23;155.523;1.011;641.073;647.877;2;3;Moderate mining
2004;23;205.373;1.058;964.683;1020.176;2;3;Moderate mining
2008;23;291.06;1.461;1509.627;2205.286;2;3;Moderate mining
2008;23;250.566;1.232;1139.738;1404.178;2;3;Moderate mining
2008;23;182.846;1.022;639.686;653.485;2;3;Moderate mining
2008;23;202.345;1.057;976.734;1032.488;2;3;Moderate mining
2012;23;295.624;1.473;1517.037;2234.633;3;3;Intensive mining
2012;23;242.882;1.241;1177.458;1461.697;3;3;Intensive mining
2012;23;163.579;1.034;814.067;841.763;3;3;Intensive mining
2012;23;199.778;1.063;986.419;1048.679;3;3;Intensive mining
2014;23;318.818;1.547;1560.794;2413.94;3;3;Intensive mining
2014;23;252.251;1.251;1124.566;1407.209;3;3;Intensive mining
2014;23;177.982;1.036;792.946;821.493;3;3;Intensive mining
2014;23;194.278;1.069;1041.362;1112.964;3;3;Intensive mining
2015;23;278.583;1.518;1709.095;2594.009;3;3;Intensive mining
2015;23;199.888;1.311;987.849;1295.219;3;3;Intensive mining
2015;23;181.274;1.033;896.35;925.71;3;3;Intensive mining
2015;23;179.446;1.059;1047.508;1108.807;3;3;Intensive mining
2016;23;226.072;1.497;1725.198;2582.786;3;3;Intensive mining
2016;23;195.249;1.356;965.318;1308.603;3;3;Intensive mining
2016;23;170.534;1.04;665.4;692.26;3;3;Intensive mining
2016;23;203.361;1.084;1217.955;1319.78;3;3;Intensive mining
2017;23;209.216;1.495;1978.972;2959.167;3;3;Intensive mining
2017;23;210.039;1.273;764.295;973.034;3;3;Intensive mining
2017;23;183.988;1.035;825.23;853.925;3;3;Intensive mining
2017;23;189.59;1.064;1037.695;1104.299;3;3;Intensive mining
2018;23;252.392;1.501;1837.637;2758.549;3;3;Intensive mining
2018;23;187.877;1.496;967.247;1446.923;3;3;Intensive mining
2018;23;179.363;1.006;726.397;730.668;3;3;Intensive mining
2018;23;190.958;1.051;1078.287;1133.291;3;3;Intensive mining
2020;23;243.111;1.693;849.86;1439;3;3;Intensive mining
2020;23;271.318;1.001;789.358;790;3;3;Intensive mining
2020;23;254.082;1.071;677.561;726;3;3;Intensive mining
2020;23;187.935;1.432;827.507;1185;3;3;Intensive mining
2020;23;175.66;1.013;811.129;822;3;3;Intensive mining
2020;23;201.499;1.044;1056.694;1103;3;3;Intensive mining
1984;24;187.228;1.048;1090.722;1143.597;1;3;Minimal mining
1984;24;178.928;1.081;1217.75;1316.263;1;3;Minimal mining
1984;24;114.771;1.152;653.48;752.833;1;3;Minimal mining
1984;24;138.914;1.1;683.72;751.996;1;3;Minimal mining
1984;24;145.688;1.301;1011.485;1316.354;1;3;Minimal mining
1987;24;245.523;1.057;1094.416;1156.752;1;3;Minimal mining
1987;24;243.227;1.083;1027.255;1112.219;1;3;Minimal mining
1987;24;171.369;1.142;791.487;904.15;1;3;Minimal mining
1987;24;175.624;1.08;529.394;571.532;1;3;Minimal mining
1987;24;168.259;1.34;978.046;1310.524;1;3;Minimal mining
1992;24;203.353;1.058;983.146;1039.714;1;3;Minimal mining
1992;24;229.487;1.158;898.374;1040.319;1;3;Minimal mining
1992;24;197.954;1.156;830.713;960.295;1;3;Minimal mining
1992;24;214.817;1.069;651.754;696.642;1;3;Minimal mining
1992;24;201.79;1.363;959.202;1307.789;1;3;Minimal mining
1996;24;186.429;1.088;1031.634;1122.699;1;3;Minimal mining
1996;24;189.731;1.262;889.762;1122.709;1;3;Minimal mining
1996;24;180.267;1.175;955.692;1122.726;1;3;Minimal mining
1996;24;166.845;1.056;531.491;561.306;1;3;Minimal mining
2000;24;190.965;1.049;917.465;962.724;1;3;Minimal mining
2000;24;204.615;1.091;819.282;893.428;1;3;Minimal mining
2000;24;226.252;1.308;952.326;1245.433;1;3;Minimal mining
2000;24;217.9;1.212;834.763;1011.765;1;3;Minimal mining
2000;24;186.771;1.077;664.665;715.607;1;3;Minimal mining
2004;24;205.373;1.058;964.683;1020.176;2;3;Moderate mining
2004;24;200.272;1.214;842.52;1022.688;2;3;Moderate mining
2004;24;190.809;1.429;1041.019;1487.778;2;3;Moderate mining
2004;24;206.267;1.253;665.375;833.731;2;3;Moderate mining
2004;24;182.585;1.112;793.783;882.901;2;3;Moderate mining
2008;24;202.345;1.057;976.734;1032.488;2;3;Moderate mining
2008;24;229.091;1.297;793.929;1029.504;2;3;Moderate mining
2008;24;209.383;1.51;974.425;1471.103;2;3;Moderate mining
2008;24;203.329;1.424;827.418;1178.639;2;3;Moderate mining
2008;24;194.903;1.088;673.924;733.533;2;3;Moderate mining
2012;24;199.778;1.063;986.419;1048.679;3;3;Intensive mining
2012;24;222.695;1.463;763.628;1116.861;3;3;Intensive mining
2012;24;225.433;1.585;832.432;1319.016;3;3;Intensive mining
2012;24;230.715;1.516;862.536;1307.6;3;3;Intensive mining
2012;24;222.856;1.111;820.216;911.6;3;3;Intensive mining
2014;24;194.278;1.069;1041.362;1112.964;3;3;Intensive mining
2014;24;241.785;1.607;808.848;1300.209;3;3;Intensive mining
2014;24;228.366;1.617;918.351;1485.172;3;3;Intensive mining
2014;24;207.889;1.566;829.787;1299.418;3;3;Intensive mining
2014;24;207.178;1.113;834.298;928.301;3;3;Intensive mining
2015;24;179.446;1.059;1047.508;1108.807;3;3;Intensive mining
2015;24;232.155;1.58;702.475;1110.145;3;3;Intensive mining
2015;24;198.021;1.895;879.362;1666.458;3;3;Intensive mining
2015;24;198.867;1.655;895.712;1482.174;3;3;Intensive mining
2015;24;202.642;1.099;672.389;739.042;3;3;Intensive mining
2016;24;203.361;1.084;1217.955;1319.78;3;3;Intensive mining
2016;24;229.538;1.664;664.095;1105.002;3;3;Intensive mining
2016;24;199.594;1.899;873.259;1658.512;3;3;Intensive mining
2016;24;181.892;1.638;902.398;1478.194;3;3;Intensive mining
2016;24;183.709;1.109;762.909;845.779;3;3;Intensive mining
2017;24;189.59;1.064;1037.695;1104.299;3;3;Intensive mining
2017;24;235.149;1.811;711.404;1288.567;3;3;Intensive mining
2017;24;223.996;1.883;879.795;1656.705;3;3;Intensive mining
2017;24;200.212;1.634;901.055;1472.531;3;3;Intensive mining
2017;24;196.465;1.121;820.813;920.459;3;3;Intensive mining
2018;24;190.958;1.051;1078.287;1133.291;3;3;Intensive mining
2018;24;272.598;1.786;617.999;1103.966;3;3;Intensive mining
2018;24;216.629;1.934;855.981;1655.149;3;3;Intensive mining
2018;24;208.448;1.756;942.812;1655.457;3;3;Intensive mining
2018;24;202.914;1.117;823.888;919.964;3;3;Intensive mining
2020;24;201.499;1.044;1056.694;1103;3;3;Intensive mining
2020;24;232.363;1.767;728.467;1287;3;3;Intensive mining
2020;24;220.114;1.791;923.136;1653;3;3;Intensive mining
2020;24;189.355;1.817;910.161;1654;3;3;Intensive mining
2020;24;196.239;1.125;817.098;919;3;3;Intensive mining
1984;25;145.688;1.301;1011.485;1316.354;1;3;Minimal mining
1984;25;175.748;1.27;888.624;1128.465;1;3;Minimal mining
1984;25;156.729;1.076;1048.426;1128.42;1;3;Minimal mining
1987;25;168.259;1.34;978.046;1310.524;1;3;Minimal mining
1987;25;194.955;1.284;874.412;1123.049;1;3;Minimal mining
1987;25;191.022;1.095;855.097;936.513;1;3;Minimal mining
1992;25;214.817;1.069;651.754;696.642;1;3;Minimal mining
1992;25;201.79;1.363;959.202;1307.789;1;3;Minimal mining
1992;25;193.88;1.288;870.145;1120.873;1;3;Minimal mining
1992;25;180.9;1.15;975.272;1121.086;1;3;Minimal mining
1996;25;166.845;1.056;531.491;561.306;1;3;Minimal mining
1996;25;171.352;1.53;856.184;1309.864;1;3;Minimal mining
1996;25;154.2;1.384;946.545;1309.787;1;3;Minimal mining
1996;25;154.49;1.155;810.225;935.623;1;3;Minimal mining
2000;25;186.771;1.077;664.665;715.607;1;3;Minimal mining
2000;25;215.206;1.658;707.2;1172.636;1;3;Minimal mining
2000;25;194.433;1.368;1030.247;1408.903;1;3;Minimal mining
2000;25;210.564;1.237;818.026;1012.255;1;3;Minimal mining
2004;25;182.585;1.112;793.783;882.901;2;3;Moderate mining
2004;25;210.33;1.647;650.515;1071.394;2;3;Moderate mining
2004;25;184.709;1.373;977.723;1342.62;2;3;Moderate mining
2004;25;185.659;1.287;1010.018;1299.735;2;3;Moderate mining
2008;25;194.903;1.088;673.924;733.533;2;3;Moderate mining
2008;25;230.38;1.591;646.839;1029.433;2;3;Moderate mining
2008;25;199.34;1.476;996.291;1470.703;2;3;Moderate mining
2008;25;190.852;1.297;907.042;1176.884;2;3;Moderate mining
2012;25;222.856;1.111;820.216;911.6;3;3;Intensive mining
2012;25;201.91;1.72;649.714;1117.397;3;3;Intensive mining
2012;25;206.388;1.49;999.535;1489.517;3;3;Intensive mining
2012;25;198.452;1.339;834.397;1117.196;3;3;Intensive mining
2014;25;207.178;1.113;834.298;928.301;3;3;Intensive mining
2014;25;214.268;1.771;629.101;1114.131;3;3;Intensive mining
2014;25;191.782;1.427;1040.792;1485.162;3;3;Intensive mining
2014;25;197.244;1.338;832.523;1113.825;3;3;Intensive mining
2015;25;202.642;1.099;672.389;739.042;3;3;Intensive mining
2015;25;214.532;1.837;604.709;1110.698;3;3;Intensive mining
2015;25;189.526;1.548;956.953;1480.899;3;3;Intensive mining
2015;25;204.697;1.393;928.794;1294.035;3;3;Intensive mining
2016;25;183.709;1.109;762.909;845.779;3;3;Intensive mining
2016;25;198.055;1.926;614.284;1183.235;3;3;Intensive mining
2016;25;187.581;1.389;928.057;1289.112;3;3;Intensive mining
2016;25;199.482;1.402;921.163;1291.892;3;3;Intensive mining
2017;25;196.465;1.121;820.813;920.459;3;3;Intensive mining
2017;25;224.084;1.842;600.194;1105.303;3;3;Intensive mining
2017;25;201.63;1.417;1038.667;1471.615;3;3;Intensive mining
2017;25;211.429;1.378;801.41;1104.557;3;3;Intensive mining
2018;25;202.914;1.117;823.888;919.964;3;3;Intensive mining
2018;25;234.572;1.652;556.281;919.087;3;3;Intensive mining
2018;25;188.836;1.674;989.004;1655.297;3;3;Intensive mining
2018;25;206.435;1.398;789.303;1103.631;3;3;Intensive mining
2020;25;196.239;1.125;817.098;919;3;3;Intensive mining
2020;25;214.515;1.819;606.228;1103;3;3;Intensive mining
2020;25;188.443;1.514;859.458;1301;3;3;Intensive mining
2020;25;208.544;1.443;1007.984;1455;3;3;Intensive mining
1984;26;156.729;1.076;1048.426;1128.42;1;3;Minimal mining
1984;26;162.638;1.705;882.456;1504.89;1;3;Minimal mining
1984;26;162.269;1.48;1016.733;1504.469;1;3;Minimal mining
1984;26;178.579;1.092;860.827;940.092;1;3;Minimal mining
1987;26;191.022;1.095;855.097;936.513;1;3;Minimal mining
1987;26;181.058;1.708;986.757;1685.504;1;3;Minimal mining
1987;26;196.954;1.628;919.702;1497.056;1;3;Minimal mining
1987;26;183.812;1.14;985.061;1123.371;1;3;Minimal mining
1992;26;180.9;1.15;975.272;1121.086;1;3;Minimal mining
1992;26;175.184;1.827;817.905;1494.621;1;3;Minimal mining
1992;26;165.909;1.686;997.314;1681.545;1;3;Minimal mining
1992;26;171.948;1.154;971.292;1121.109;1;3;Minimal mining
1996;26;154.49;1.155;810.225;935.623;1;3;Minimal mining
1996;26;151.393;1.945;865.984;1684.067;1;3;Minimal mining
1996;26;166.454;1.728;974.438;1684.075;1;3;Minimal mining
1996;26;167.288;1.153;967.494;1115.176;1;3;Minimal mining
2000;26;210.564;1.237;818.026;1012.255;1;3;Minimal mining
2000;26;181.301;2.023;867.642;1754.874;1;3;Minimal mining
2000;26;182.471;1.643;946.837;1555.372;1;3;Minimal mining
2000;26;179.29;1.169;943.151;1102.614;1;3;Minimal mining
2004;26;185.659;1.287;1010.018;1299.735;2;3;Moderate mining
2004;26;176.198;1.904;821.536;1564.467;2;3;Moderate mining
2004;26;178.391;1.761;960.007;1690.923;2;3;Moderate mining
2004;26;172.564;1.212;971.543;1177.928;2;3;Moderate mining
2008;26;190.852;1.297;907.042;1176.884;2;3;Moderate mining
2008;26;176.26;1.994;811.352;1618.005;2;3;Moderate mining
2008;26;182.521;1.905;1004.099;1912.869;2;3;Moderate mining
2008;26;188.715;1.207;973.444;1175.228;2;3;Moderate mining
2012;26;198.452;1.339;834.397;1117.196;3;3;Intensive mining
2012;26;179.152;2.228;835.927;1862.502;3;3;Intensive mining
2012;26;191.881;1.673;1002.125;1676.108;3;3;Intensive mining
2012;26;189.986;1.255;1037.698;1302.579;3;3;Intensive mining
2014;26;197.244;1.338;832.523;1113.825;3;3;Intensive mining
2014;26;182.095;2.242;828.195;1857;3;3;Intensive mining
2014;26;190.068;1.761;1053.817;1855.658;3;3;Intensive mining
2014;26;186.656;1.208;922.154;1114.298;3;3;Intensive mining
2015;26;204.697;1.393;928.794;1294.035;3;3;Intensive mining
2015;26;185.824;1.951;854.852;1667.65;3;3;Intensive mining
2015;26;186.789;1.899;974.614;1851.249;3;3;Intensive mining
2015;26;199.091;1.268;1022.068;1296.226;3;3;Intensive mining
2016;26;199.482;1.402;921.163;1291.892;3;3;Intensive mining
2016;26;166.762;2.293;803.544;1842.481;3;3;Intensive mining
2016;26;178.405;1.82;1014.19;1846.291;3;3;Intensive mining
2016;26;187.876;1.254;1030.04;1292.008;3;3;Intensive mining
2017;26;211.429;1.378;801.41;1104.557;3;3;Intensive mining
2017;26;175.592;2.373;775.624;1840.798;3;3;Intensive mining
2017;26;190.453;1.9;1065.818;2024.673;3;3;Intensive mining
2017;26;187.482;1.218;906.874;1104.656;3;3;Intensive mining
2018;26;206.435;1.398;789.303;1103.631;3;3;Intensive mining
2018;26;172.773;2.344;784.7;1839.337;3;3;Intensive mining
2018;26;178.788;1.935;1045.562;2023.414;3;3;Intensive mining
2018;26;175.081;1.24;1038.37;1287.277;3;3;Intensive mining
2020;26;208.544;1.443;1007.984;1455;3;3;Intensive mining
2020;26;166.973;2.174;845.367;1838;3;3;Intensive mining
2020;26;165.015;1.759;1044.675;1838;3;3;Intensive mining
2020;26;175.319;1.317;1116.71;1471;3;3;Intensive mining
1984;27;178.579;1.092;860.827;940.092;1;3;Minimal mining
1984;27;169.057;1.083;868.423;940.154;1;3;Minimal mining
1984;27;164.893;1.389;1760.537;2445.042;1;3;Minimal mining
1984;27;174.262;1.907;1360.842;2595.261;1;3;Minimal mining
1987;27;183.812;1.14;985.061;1123.371;1;3;Minimal mining
1987;27;182.9;1.098;851.73;935.351;1;3;Minimal mining
1987;27;173.048;1.443;1687.826;2435.556;1;3;Minimal mining
1987;27;189.117;2.173;1378.332;2994.636;1;3;Minimal mining
1992;27;171.948;1.154;971.292;1121.109;1;3;Minimal mining
1992;27;165.795;1.131;991.401;1121.056;1;3;Minimal mining
1992;27;189.399;1.4;699.046;978.624;1;3;Minimal mining
1992;27;139.514;1.007;556.214;560.179;1;3;Minimal mining
1992;27;153.807;1.048;848.935;889.928;1;3;Minimal mining
1992;27;174.593;1.837;1627.167;2989.458;1;3;Minimal mining
1996;27;167.288;1.153;967.494;1115.176;1;3;Minimal mining
1996;27;160.115;1.135;1037.545;1177.598;1;3;Minimal mining
1996;27;178.899;1.456;646.976;941.807;1;3;Minimal mining
1996;27;137.541;1.013;590.708;598.278;1;3;Minimal mining
1996;27;150.935;1.043;810.08;845.126;1;3;Minimal mining
1996;27;155.057;1.932;1646.72;3181.048;1;3;Minimal mining
2000;27;179.29;1.169;943.151;1102.614;1;3;Minimal mining
2000;27;183.172;1.158;1090.148;1262.05;1;3;Minimal mining
2000;27;189.337;1.399;649.75;909.009;1;3;Minimal mining
2000;27;147.838;1.013;718.293;727.6;1;3;Minimal mining
2000;27;169.978;1.052;921.394;968.904;1;3;Minimal mining
2000;27;183.197;1.805;1818.511;3282.195;1;3;Minimal mining
2004;27;172.564;1.212;971.543;1177.928;2;3;Moderate mining
2004;27;181.803;1.152;1028.575;1184.978;2;3;Moderate mining
2004;27;183.814;1.623;671.866;1090.756;2;3;Moderate mining
2004;27;147.02;1.023;767.091;784.609;2;3;Moderate mining
2004;27;173.437;1.048;902.44;945.391;2;3;Moderate mining
2004;27;213.429;2.133;645.204;1376.104;2;3;Moderate mining
2004;27;168.027;1.014;624.989;633.898;2;3;Moderate mining
2004;27;152.843;1.018;1245.539;1267.904;2;3;Moderate mining
2008;27;188.715;1.207;973.444;1175.228;2;3;Moderate mining
2008;27;189.824;1.165;1010.545;1177.568;2;3;Moderate mining
2008;27;178.71;1.824;725.442;1322.999;2;3;Moderate mining
2008;27;177.327;1.008;585.767;590.372;2;3;Moderate mining
2008;27;168.624;1.047;842.119;881.296;2;3;Moderate mining
2008;27;206.263;2.629;671.425;1765.238;2;3;Moderate mining
2008;27;153.59;5.85;100.831;589.86;2;3;Moderate mining
2012;27;189.986;1.255;1037.698;1302.579;3;3;Intensive mining
2012;27;182.397;1.193;1092.883;1304.046;3;3;Intensive mining
2012;27;167.565;1.748;745.739;1303.582;3;3;Intensive mining
2012;27;168.484;1.017;548.095;557.464;3;3;Intensive mining
2012;27;187.727;1.043;893.09;931.935;3;3;Intensive mining
2012;27;199.37;2.476;627.43;1553.773;3;3;Intensive mining
2012;27;179.901;1.011;879.356;888.828;3;3;Intensive mining
2014;27;186.656;1.208;922.154;1114.298;3;3;Intensive mining
2014;27;195.819;1.192;1090.921;1299.858;3;3;Intensive mining
2014;27;178.92;1.916;678.407;1299.723;3;3;Intensive mining
2014;27;178.05;1.027;718.926;738.203;3;3;Intensive mining
2014;27;197.529;1.043;894.36;932.377;3;3;Intensive mining
2014;27;206.905;2.68;693.049;1857.173;3;3;Intensive mining
2014;27;180.779;1.01;543.518;548.963;3;3;Intensive mining
2015;27;199.091;1.268;1022.068;1296.226;3;3;Intensive mining
2015;27;197.282;1.2;1079.834;1295.268;3;3;Intensive mining
2015;27;193.492;1.891;685.69;1296.95;3;3;Intensive mining
2015;27;197.526;1.037;705.056;731.362;3;3;Intensive mining
2015;27;192.428;1.037;900.205;933.5;3;3;Intensive mining
2015;27;207.73;2.654;697.446;1850.917;3;3;Intensive mining
2015;27;189.228;1.011;541.744;547.501;3;3;Intensive mining
2016;27;187.876;1.254;1030.04;1292.008;3;3;Intensive mining
2016;27;196.855;1.211;1065.847;1290.244;3;3;Intensive mining
2016;27;184.316;1.912;701.513;1341.015;3;3;Intensive mining
2016;27;180.707;1.025;667.585;684.342;3;3;Intensive mining
2016;27;204.741;1.052;869.654;914.626;3;3;Intensive mining
2016;27;198.692;2.856;685.067;1956.819;3;3;Intensive mining
2016;27;181.936;1.014;651.881;660.812;3;3;Intensive mining
2017;27;187.482;1.218;906.874;1104.656;3;3;Intensive mining
2017;27;208.562;1.215;1060.117;1288.337;3;3;Intensive mining
2017;27;189.666;2.106;612.037;1288.821;3;3;Intensive mining
2017;27;178.384;1.044;704.941;736.255;3;3;Intensive mining
2017;27;209.501;1.056;871.405;920.467;3;3;Intensive mining
2017;27;206.009;3.36;571.485;1920.168;3;3;Intensive mining
2017;27;184.046;1.021;838.319;856.068;3;3;Intensive mining
2018;27;175.081;1.24;1038.37;1287.277;3;3;Intensive mining
2018;27;178.125;1.211;1063.551;1287.52;3;3;Intensive mining
2018;27;180.928;1.876;686.412;1287.382;3;3;Intensive mining
2018;27;167.017;1.044;704.994;735.972;3;3;Intensive mining
2018;27;194.209;1.054;872.156;919.469;3;3;Intensive mining
2018;27;197.325;2.939;684.234;2011.121;3;3;Intensive mining
2018;27;167.754;1.012;633.664;641.389;3;3;Intensive mining
2020;27;175.319;1.317;1116.71;1471;3;3;Intensive mining
2020;27;187.947;1.171;941.459;1102;3;3;Intensive mining
2020;27;172.701;2.247;573.084;1288;3;3;Intensive mining
2020;27;171.506;1.059;865.931;917;3;3;Intensive mining
2020;27;196.65;1.049;875.697;919;3;3;Intensive mining
2020;27;210.038;3.197;632.149;2021;3;3;Intensive mining
2020;27;170.294;1.023;718.426;735;3;3;Intensive mining
1984;28;174.262;1.907;1360.842;2595.261;1;3;Minimal mining
1984;28;153.573;1.915;1001.813;1918.382;1;3;Minimal mining
1984;28;156.491;1.192;1893.254;2256.62;1;3;Minimal mining
1987;28;189.117;2.173;1378.332;2994.636;1;3;Minimal mining
1987;28;169.617;1.836;917.779;1685.008;1;3;Minimal mining
1987;28;178.293;1.269;1995.579;2531.839;1;3;Minimal mining
1992;28;174.593;1.837;1627.167;2989.458;1;3;Minimal mining
1992;28;177.851;1.918;876.725;1681.591;1;3;Minimal mining
1992;28;173.487;1.122;713.802;801.064;1;3;Minimal mining
1992;28;151.359;1.002;679.072;680.221;1;3;Minimal mining
1996;28;155.057;1.932;1646.72;3181.048;1;3;Minimal mining
1996;28;158.089;1.94;868.23;1684.122;1;3;Minimal mining
1996;28;155.193;1.268;2065.227;2619.672;1;3;Minimal mining
2000;28;183.197;1.805;1818.511;3282.195;1;3;Minimal mining
2000;28;179.882;1.8;838.866;1509.744;1;3;Minimal mining
2000;28;182.816;1.283;2096.242;2690.159;1;3;Minimal mining
2004;28;168.027;1.014;624.989;633.898;2;3;Moderate mining
2004;28;152.843;1.018;1245.539;1267.904;2;3;Moderate mining
2004;28;166.499;1.874;848.067;1589.206;2;3;Moderate mining
2004;28;183.45;1.187;922.461;1094.69;2;3;Moderate mining
2004;28;158.475;1.002;572.43;573.773;2;3;Moderate mining
2008;28;153.59;5.85;100.831;589.86;2;3;Moderate mining
2008;28;163.776;1.013;1014.502;1027.359;2;3;Moderate mining
2008;28;165.98;2.049;862.122;1766.798;2;3;Moderate mining
2008;28;192.91;1.199;897.809;1076.282;2;3;Moderate mining
2008;28;157.08;1.006;519.747;523.034;2;3;Moderate mining
2012;28;179.901;1.011;879.356;888.828;3;3;Intensive mining
2012;28;172.342;1.012;899.116;909.859;3;3;Intensive mining
2012;28;171.488;2.14;870.365;1862.513;3;3;Intensive mining
2012;28;202.718;1.168;860.071;1004.168;3;3;Intensive mining
2012;28;167.907;1.009;863.258;871.167;3;3;Intensive mining
2014;28;180.779;1.01;543.518;548.963;3;3;Intensive mining
2014;28;159.238;1.017;1103.211;1121.594;3;3;Intensive mining
2014;28;179.805;1.98;844.182;1671.593;3;3;Intensive mining
2014;28;187.894;1.213;966.451;1172.615;3;3;Intensive mining
2014;28;174.683;1.015;669.07;679.076;3;3;Intensive mining
2015;28;189.228;1.011;541.744;547.501;3;3;Intensive mining
2015;28;166.85;1.02;1095.988;1117.968;3;3;Intensive mining
2015;28;177.835;2.106;879.329;1852.011;3;3;Intensive mining
2015;28;202.155;1.172;913.162;1070.242;3;3;Intensive mining
2015;28;188.294;1.011;588.883;595.62;3;3;Intensive mining
2016;28;181.936;1.014;651.881;660.812;3;3;Intensive mining
2016;28;177.506;1.01;891.369;900.209;3;3;Intensive mining
2016;28;186.72;2.132;862.157;1838.158;3;3;Intensive mining
2016;28;178.972;1.259;1127.635;1420.125;3;3;Intensive mining
2016;28;211.381;2.457;740.941;1820.619;3;3;Intensive mining
2017;28;184.046;1.021;838.319;856.068;3;3;Intensive mining
2017;28;182.019;1.012;1010.363;1022.617;3;3;Intensive mining
2017;28;199.984;1.957;880.672;1723.757;3;3;Intensive mining
2017;28;190.167;1.217;1058.835;1288.357;3;3;Intensive mining
2017;28;217.297;2.274;811.908;1845.985;3;3;Intensive mining
2018;28;167.754;1.012;633.664;641.389;3;3;Intensive mining
2018;28;158.645;1.022;1013.496;1035.346;3;3;Intensive mining
2018;28;187.074;2.109;856.308;1805.835;3;3;Intensive mining
2018;28;176.799;1.217;1155.391;1406.359;3;3;Intensive mining
2018;28;234.46;2.343;752.085;1761.829;3;3;Intensive mining
2020;28;170.294;1.023;718.426;735;3;3;Intensive mining
2020;28;154.338;1.019;902.072;919;3;3;Intensive mining
2020;28;171.11;2.141;858.535;1838;3;3;Intensive mining
2020;28;171.423;1.267;1160.37;1470;3;3;Intensive mining
2020;28;194.928;2.741;737.555;2022;3;3;Intensive mining
1984;29;156.491;1.192;1893.254;2256.62;1;3;Minimal mining
1984;29;187.265;3.148;717.017;2257.065;1;3;Minimal mining
1984;29;169.268;2.133;1146.287;2444.86;1;3;Minimal mining
1984;29;176.18;2.378;865.722;2059.012;1;3;Minimal mining
1984;29;171.951;2.728;1061.011;2894.667;1;3;Minimal mining
1987;29;178.293;1.269;1995.579;2531.839;1;3;Minimal mining
1987;29;197.503;2.411;813.722;1961.65;1;3;Minimal mining
1987;29;190.769;2.359;1031.628;2433.845;1;3;Minimal mining
1987;29;194.474;2.291;898.73;2059.092;1;3;Minimal mining
1987;29;181.841;3.476;862.053;2996.489;1;3;Minimal mining
1992;29;151.359;1.002;679.072;680.221;1;3;Minimal mining
1992;29;184.434;1.09;1041.175;1134.53;1;3;Minimal mining
1992;29;191.29;2.319;966.819;2241.967;1;3;Minimal mining
1992;29;175.685;2.176;1116.053;2428.945;1;3;Minimal mining
1992;29;194.153;2.53;886.367;2242.075;1;3;Minimal mining
1992;29;178.987;2.575;1161.102;2989.433;1;3;Minimal mining
1996;29;155.193;1.268;2065.227;2619.672;1;3;Minimal mining
1996;29;173.828;2.42;927.698;2245.444;1;3;Minimal mining
1996;29;173.323;2.259;1077.075;2432.577;1;3;Minimal mining
1996;29;164.896;2.588;867.69;2245.467;1;3;Minimal mining
1996;29;175.691;2.921;1088.973;3181.05;1;3;Minimal mining
2000;29;182.816;1.283;2096.242;2690.159;1;3;Minimal mining
2000;29;199.324;2.645;604.977;1600.156;1;3;Minimal mining
2000;29;187.553;2.719;1157.523;3147.778;1;3;Minimal mining
2000;29;205.316;2.556;879.115;2246.671;1;3;Minimal mining
2000;29;193.01;3.322;884.182;2937.673;1;3;Minimal mining
2004;29;158.475;1.002;572.43;573.773;2;3;Moderate mining
2004;29;183.016;1.09;1025.981;1118.719;2;3;Moderate mining
2004;29;209.816;2.615;859.302;2247.253;2;3;Moderate mining
2004;29;195.128;2.555;1051.207;2685.464;2;3;Moderate mining
2004;29;195.137;2.634;877.494;2311.324;2;3;Moderate mining
2004;29;199.857;3.321;945.698;3140.325;2;3;Moderate mining
2008;29;157.08;1.006;519.747;523.034;2;3;Moderate mining
2008;29;215.756;1.083;966.148;1046.574;2;3;Moderate mining
2008;29;196.79;2.746;910.63;2500.272;2;3;Moderate mining
2008;29;174.245;2.339;1132.503;2648.799;2;3;Moderate mining
2008;29;188.156;2.47;892.98;2205.681;2;3;Moderate mining
2008;29;189.568;3.591;779.081;2797.876;2;3;Moderate mining
2012;29;167.907;1.009;863.258;871.167;3;3;Intensive mining
2012;29;241.178;1.085;845.589;917.053;3;3;Intensive mining
2012;29;205.677;2.752;879.35;2420.236;3;3;Intensive mining
2012;29;198.505;2.584;1081.375;2794.233;3;3;Intensive mining
2012;29;203.271;2.76;877.219;2420.893;3;3;Intensive mining
2012;29;187.894;2.937;1141.292;3352.165;3;3;Intensive mining
2014;29;174.683;1.015;669.07;679.076;3;3;Intensive mining
2014;29;212.98;1.122;996.91;1118.379;3;3;Intensive mining
2014;29;195.88;2.525;955.956;2414.221;3;3;Intensive mining
2014;29;186.142;2.594;1073.748;2784.984;3;3;Intensive mining
2014;29;195.226;2.76;873.577;2410.773;3;3;Intensive mining
2014;29;179.736;3.177;1052.873;3344.669;3;3;Intensive mining
2015;29;188.294;1.011;588.883;595.62;3;3;Intensive mining
2015;29;246.054;1.103;1006.387;1110.378;3;3;Intensive mining
2015;29;221.134;2.71;888.252;2406.892;3;3;Intensive mining
2015;29;191.992;2.776;1066.801;2961.621;3;3;Intensive mining
2015;29;196.857;2.739;878.611;2406.687;3;3;Intensive mining
2015;29;194.657;3.052;1091.517;3331.706;3;3;Intensive mining
2016;29;211.381;2.457;740.941;1820.619;3;3;Intensive mining
2016;29;173.071;1.777;1291.302;2294.172;3;3;Intensive mining
